spp	x	y
Goupia glabra	-59.5	-1.83333333
Goupia glabra	-61.92883833	-1.31428
Goupia glabra	-62.98508	-6.66153
Goupia glabra	-59	-1
Goupia glabra	-61.2	1.2
Goupia glabra	-60.16258333	-2.57647222
Goupia glabra	-46.76361111	-10.36666667
Goupia glabra	-59.785556	-2.441667
Goupia glabra	-64.491139	-9.125028
Goupia glabra	-60.0825	-2.40483333
Goupia glabra	-61.90777778	-10.145
Goupia glabra	-59.939662	-3.005317
Goupia glabra	-54.5536	-3.032
Goupia glabra	-65.662938	-8.386811
Goupia glabra	-65.31263611	-0.976775
Goupia glabra	-64.7	-3.37
Goupia glabra	-59.688874	-2.692825
Goupia glabra	-60.53346667	-2.90315556
Goupia glabra	-60.148639	-1.749263
Goupia glabra	-56.8	-1.2
Goupia glabra	-66.64166667	-4.05833333
Goupia glabra	-61.91666667	-5.08333333
Goupia glabra	-64.798103	-7.25861
Goupia glabra	-60.04963889	-2.76253611
Goupia glabra	-60.05	-2.80232222
Goupia glabra	-63.16666667	-7.51666667
Goupia glabra	-67.8697223	-9.9558333
Goupia glabra	-65.0997222	-11.0888889
Goupia glabra	-52.3808334	-1.2277778
Goupia glabra	-63.0038889	-9.3936111
Goupia glabra	-61.6516667	0.8125
Goupia glabra	-61.74	1.1136111
Goupia glabra	-65.3027778	-4.8913889
Goupia glabra	-57.414398	-11.5353
Goupia glabra	-67.4575	2.90166
Goupia glabra	-54.25861	3.22138
Goupia glabra	-69.8166667	-1
Goupia glabra	-74.91666	8.33333
Goupia glabra	-72.46666	-3.46666
Goupia glabra	-78.2	1.75
Goupia glabra	-77	3.66666
Goupia glabra	-73.75	-4.83333
Goupia glabra	-73.63333	-4.75
Goupia glabra	-67.91666	5.3
Goupia glabra	-62.21666	5.91666
Goupia glabra	-73.876	6.76
Goupia glabra	-77.2	3.91666
Goupia glabra	-73.58333	-4.48333
Goupia glabra	-64.4166667	5.9333333
Goupia glabra	-64.8166667	4.9833333
Goupia glabra	-67	0.18333
Goupia glabra	-66.5	2.25
Goupia glabra	-67.1333333	5.55
Goupia glabra	-66.8333333	5.8166667
Goupia glabra	-66.83333	2.66666
Goupia glabra	-56.28333	-11.66666
Goupia glabra	-66.16666	5.58333
Goupia glabra	-72	-2.66666
Goupia glabra	-65.25	2.7
Goupia glabra	-64.9	2.7666667
Goupia glabra	-62.8166667	4.9166667
Goupia glabra	-65.3166667	3.2666667
Goupia glabra	-64.98333	6.35
Goupia glabra	-65.6666667	3.85
Goupia glabra	-67.2	0.91666
Goupia glabra	-66.4833333	6.15
Goupia glabra	-57.00045	4.00022
Goupia glabra	-51.01666	2.46666
Goupia glabra	-51.66666	1
Goupia glabra	-55.66666	-5.91666
Goupia glabra	-73.8502778	-5.0608333
Goupia glabra	-48.29063	-3.7313
Goupia glabra	-55.9975	-2.1197223
Goupia glabra	-54.9755556	-2.8430555
Goupia glabra	-56.45	-1.7
Goupia glabra	-47.39458333	-0.915
Goupia glabra	-52.9	5.38333
Goupia glabra	-55.03333	5.26667
Goupia glabra	-53.96667	3.65
Goupia glabra	-59.7	7.36667
Goupia glabra	-51.78333	3.9
Goupia glabra	-52.5	4.9
Goupia glabra	-60.4684281	1.2462491
Goupia glabra	-58.7408	-11.3783
Goupia glabra	-45.938086	-3.166032
Goupia glabra	-57.0303	-1.0858
Goupia glabra	-61.9068164	-5.2600731
Goupia glabra	-64.8041654	-3.2597954
Goupia glabra	-58.7269878	-2.3065914
Goupia glabra	-52.5	-0.008
Goupia glabra	-63.7139654	-0.3335791
Goupia glabra	-60.1219887	-2.5989467
