spp	x	y
Pseudolmedia laevis	-72.91666	-3.25
Pseudolmedia laevis	-78.58333	-3.41666
Pseudolmedia laevis	-77.11666	-0.66666
Pseudolmedia laevis	-78.66666	-4.3
Pseudolmedia laevis	-72.55	-3.41666
Pseudolmedia laevis	-74.2761111	-2.12
Pseudolmedia laevis	-65.58333333	-1.83333333
Pseudolmedia laevis	-67.6909	-10.3301
Pseudolmedia laevis	-67.809998	-9.97472
Pseudolmedia laevis	-55	-9
Pseudolmedia laevis	-71.37944444	-8.46083333
Pseudolmedia laevis	-71.31472222	-8.42305556
Pseudolmedia laevis	-59.5535	-2.5621
Pseudolmedia laevis	-59.93977778	-3.00311111
Pseudolmedia laevis	-59.4	-10.7
Pseudolmedia laevis	-60.5	-10.6
Pseudolmedia laevis	-68.75	-9.054949
Pseudolmedia laevis	-59.79	-2.45
Pseudolmedia laevis	-62.91	-9.27
Pseudolmedia laevis	-64.9141667	-11.8205556
Pseudolmedia laevis	-64.1183334	-9.6161111
Pseudolmedia laevis	-65.326698	-10.4019
Pseudolmedia laevis	-69.29602	-12.83855
Pseudolmedia laevis	-56.6666667	-3.8
Pseudolmedia laevis	-73.8935	-7.9445
Pseudolmedia laevis	-53.05	5.28333
Pseudolmedia laevis	-72.48333	10.88333
Pseudolmedia laevis	-69.11667	-11.16667
Pseudolmedia laevis	-59.7	7.36667
Pseudolmedia laevis	-56.51667	5.1
Pseudolmedia laevis	-50.78333	-3.36667
Pseudolmedia laevis	-75.91417	-0.65361
Pseudolmedia laevis	-59.922443	-2.7687452
Pseudolmedia laevis	-59.9865854	-2.3900614
Pseudolmedia laevis	-77.6	-2.78
Pseudolmedia laevis	-68.5042	-10.6519
Pseudolmedia laevis	-67.62	-9.75
Pseudolmedia laevis	-58.7408	-11.3783
Pseudolmedia laevis	-55.460833	-10.978889
Pseudolmedia laevis	-67.736	-10.151
Pseudolmedia laevis	-70.220556	-11.045833
Pseudolmedia laevis	-70.221944	-11.032778
Pseudolmedia laevis	-72.953028	4.281039
Pseudolmedia laevis	-71.354546	6.769418
Pseudolmedia laevis	-71.210933	5.177122
Pseudolmedia laevis	-72.612395	5.184663
Pseudolmedia laevis	-64.234167	-11.919444
Pseudolmedia laevis	-71.544763	3.807155
Pseudolmedia laevis	-71.552819	3.70135
Pseudolmedia laevis	-71.476289	3.987352
Pseudolmedia laevis	-71.540774	3.802258
Pseudolmedia laevis	-71.558733	3.900111
Pseudolmedia laevis	-71.484404	3.951505
Pseudolmedia laevis	-71.602021	3.774656
Pseudolmedia laevis	-71.443518	4.052876
Pseudolmedia laevis	-71.440662	4.093235
Pseudolmedia laevis	-71.38651	6.810632
Pseudolmedia laevis	-71.300642	6.844813
Pseudolmedia laevis	-71.347747	6.811301
Pseudolmedia laevis	-71.321244	6.825445
Pseudolmedia laevis	-71.320292	6.785523
Pseudolmedia laevis	-72.359198	3.468184
Pseudolmedia laevis	-72.927426	4.521495
Pseudolmedia laevis	-72.892309	4.452054
Pseudolmedia laevis	-72.99587	4.38148
Pseudolmedia laevis	-72.902519	4.504271
Pseudolmedia laevis	-72.876479	4.293422
Pseudolmedia laevis	-73.124503	4.477908
Pseudolmedia laevis	-73.032308	4.472943
Pseudolmedia laevis	-72.125602	5.690244
Pseudolmedia laevis	-72.194318	5.53861
Pseudolmedia laevis	-71.37443	5.240505
Pseudolmedia laevis	-71.386715	5.237109
Pseudolmedia laevis	-71.383882	5.25493
Pseudolmedia laevis	-52.855833	-0.511944
Pseudolmedia laevis	-72.50266	5.42261
Pseudolmedia laevis	-73.048656	-0.968269
Pseudolmedia laevis	-72.932817	-1.079939
Pseudolmedia laevis	-77.047718	-0.216824
Pseudolmedia laevis	-69.741632	5.43055
Pseudolmedia laevis	-69.769374	5.729454
Pseudolmedia laevis	-68.585872	5.654548
Pseudolmedia laevis	-69.994964	5.527998
Pseudolmedia laevis	-68.45785	5.790091
Pseudolmedia laevis	-72.583124	5.324485
Pseudolmedia laevis	-69.872778	4.848056
Pseudolmedia laevis	-72.262948	3.450547
Pseudolmedia laevis	-73.710623	3.87983
Pseudolmedia laevis	-73.632333	3.855014
Pseudolmedia laevis	-73.695029	3.952567
Pseudolmedia laevis	-73.587202	3.88535
Pseudolmedia laevis	-71.372376	5.253486
Pseudolmedia laevis	-73.42212	3.53152
Pseudolmedia laevis	-73.41536	3.55827
Pseudolmedia laevis	-73.4195	3.54755
Pseudolmedia laevis	-72.623831	4.029457
Pseudolmedia laevis	-70.05275	5.25067
Pseudolmedia laevis	-71.400074	3.82533
Pseudolmedia laevis	-71.424743	3.835992
Pseudolmedia laevis	-71.41708	3.822016
Pseudolmedia laevis	-71.49971	3.885686
Pseudolmedia laevis	-71.552208	3.87251
Pseudolmedia laevis	-71.541211	3.889193
Pseudolmedia laevis	-73.40749	3.524584
Pseudolmedia laevis	-73.54631	3.964292
Pseudolmedia laevis	-73.551094	3.945171
Pseudolmedia laevis	-72.94208	4.74467
Pseudolmedia laevis	-76.625854	-2.457036
Pseudolmedia laevis	-72.04933	4.17333
Pseudolmedia laevis	-72.4456	5.422061
Pseudolmedia laevis	-72.903428	4.606418
Pseudolmedia laevis	-72.956021	4.047397
Pseudolmedia laevis	-76.324632	0.498576
Pseudolmedia laevis	-76.338831	0.440585
Pseudolmedia laevis	-76.326435	0.443224
Pseudolmedia laevis	-59.508889	-10.060278
